content,emoji,comment,current,time,comments_size
['Ac nào pass sách life a1-a2 chưa cào mã ko ạ'],"['Thích, 1']","['mình có 120k', 'Trần Minh Tường Vy còn bạn', 'Nguyễn Anh Khoa rep ib nha b']",10007,"Thứ Ba, 12 Tháng 3, 2024 lúc 00:05",3
['Em đang cần tìm slide GTTKD ạ'],[],[],10384,"Thứ Ba, 12 Tháng 3, 2024 lúc 00:05"
['Em bị mất thẻ từ thì phải làm sao ạ'],"['Thích, 3']",[],10594,"Thứ Ba, 12 Tháng 3, 2024 lúc 00:05"
"['mng cho e hỏi chỗ học toeic từ mất gốc lên 450 ạ , e định học đến khi pass TA trên trường r sẽ chuyển sang Ielts nên sẽ gắn bó lâu dài, tài chính tầm 1tr2/tháng và nộp hp theo tháng ạ,e cảm ơn']","['Tất cả, 9', 'Thích, 7', 'Yêu thích, 2']","['Lớp Online - Offline - Cạnh ĐẠI HỌC KINH TẾ C có 965/990 Toeic.', 'Sắp tới c khai giảng lớp Toeic Cơ bản + Luyện thi -', 'Online qua Zoom hoặc offline - Lớp offline khoảng 10 bạn - 15 bạn Cam kết đầu ra. Học lại miễn phí nếu không đạt.', '- Lộ trình học chi tiết và tài liệu nhắn chị gửi em tham khảo nhé!', 'C có mở nhóm kèm Toeic 8-10 bạn/ nhóm, e có nhu cầu ib c nhé', 'Em ghé qua IRIS English Center - 137 Đỗ Bá, Đà Nẵng chị hỗ trợ mình em nhé. Là trung tâm chuyên dạy từ mất gốc lên tới giao tiếp tự tin thành thạo. Mình ghé test năng lực rồi chị hỗ trợ cho mình học thử vài buổi trải nghiệm trước rồi mình đăng ký sau em nhé.', 'Em tham khảo The English Lab, đối tác kim cương xuất sắc khu vực miền Trung của IDP. Ở đây toàn giáo viên 8.0 8.5 đã đào tạo hàng nghìn bạn học viên 6.0-8.0 em nhé, học phí cũng vừa phải nữa, em xem thử nha\nBên này có cả Toeic và Tiếng Anh Giao Tiếp nữa e nhaaa', 'Nếu em chưa tìm được G.V thì liên hệ cô nhé!', 'ib chi nhé, học phí siêu đâix dãi nha']",10834,"Thứ Ba, 12 Tháng 3, 2024 lúc 00:05",9
['Em cần tìm mua giáo trình marketing căn bản TA ạ'],"['Tất cả, 3', 'Thích, 2', 'Yêu thích, 1']","['.', 'Toàn Thanh say', 'Ib tớ có', 'Mình có ạ, tặng kèm slide Anh+ Việt luôn nhé', 'Mình có ạ', 'Mình có nhe', 'Hin Hin b pass bnhieu ạ']",11521,"Thứ Ba, 12 Tháng 3, 2024 lúc 00:05",7
['Anh chị cho em hỏi\n1.Đậu vào trường ròi em muốn chuyển từ ngành này qua ngành khác học có được không ạ?\n2.Sinh viên năm mấy mới được chuyển ngành ạ?\n3. Muốn chuyển sang bất kì ngành nào cũng được hay sao ạ?\nEm cảm ơn nhiều'],[],[],12003,"Thứ Ba, 12 Tháng 3, 2024 lúc 00:05"
['Ngày thứ 4 em có để quên máy tính casio màu đen trắng ở phòng a405 ai nhặt được thì cmt cho em xin lai vợi ạ em cảm ơn ạ (e học tiết 789)'],"['Buồn, 1']",[],12312,"Thứ Ba, 12 Tháng 3, 2024 lúc 00:05"
['Ac nào còn sách life a1-a2 chưa cào mã pass e vs ạ'],"['Thích, 1']",[],12583,"Thứ Ba, 12 Tháng 3, 2024 lúc 00:05"
['Anh chị cho em hỏi là chuẩn đầu ra tiếng anh của ngành ngân hàng là bao nhiêu đối với toeic và ielts ạ\nEm cảm ơn nhiều ạ'],"['Thích, 8']","['Theo dõi', 'Ngân hàng Agribank yêu cầu các ứng viên TOEIC tối thiểu 450 TOEIC trở lên. Ngân hàng ACB và Sacombank yêu cầu tối thiểu 500 TOEIC. Ngân hàng Kỹ Thương Việt Nam Techcombank yêu cầu chứng chỉ TOEIC khi tuyển dụng tối thiểu là 600 điểm và Vietcombank yêu cầu đầu vào từ 650 TOEIC.', 'Bên mình đang có chương trình trải nghiệm tiếng anh giao tiếp và học thử cho các bạn mới hoàn toàn miễn phí. Các bạn ai có nhu cầu thì liên hệ mình để mình hướng dẫn làm test miễn phí nhaaaa.']",12850,"Thứ Ba, 12 Tháng 3, 2024 lúc 00:05",3
['Ở đây có bạn nào sắp ra trường mà có mong muốn theo lĩnh vực ngân hàng không ạ?'],[],[],13724,"Thứ Ba, 12 Tháng 3, 2024 lúc 00:05"
"['Em cần giáo trình, tài liệu, bài tập,slide những môn này ạ']",[],[],14397,"Thứ Ba, 12 Tháng 3, 2024 lúc 00:05"
['anh chị có ai pass sách nghiên cứu marketing không ạ'],[],[],15476,"Thứ Ba, 12 Tháng 3, 2024 lúc 00:05"
"['Mình cần muaa những tài liệu này , ai có không ạ ??']",[],[],15715,"Thứ Ba, 12 Tháng 3, 2024 lúc 00:05"
"['giữa Quản trị sự kiện và quản trị kinh doanh du lịch, chuyên ngành nào cơ hội việc làm tốt hơn z ạ ?']",[],[],16529,"Thứ Hai, 11 Tháng 3, 2024 lúc 13:48"
['Cho elm xin ít review về nghành qtri du lịch và lữ hành vs ạ'],[],[],17049,"Thứ Hai, 11 Tháng 3, 2024 lúc 13:48"
"['Dạ em cần mua máy tính cũ còn xài tốt cho sinh viên ạ, ai pass máy tính thì chấm (.) Em sẽ chủ động ib nha!']","['Thích, 1']",[],17569,"Thứ Hai, 11 Tháng 3, 2024 lúc 12:46"
['Anh chị cho e hỏi trường mình phải thi tin cơ bản rồi mới đến nâng cao ạ..'],"['Tất cả, 6', 'Thích, 4', 'Yêu thích, 2']","['Theo dõi', '#DUE Bạn nào #mất_gốc tiếng anh cần chứng chỉ Xét Tốt Nghiệp ib chị hỗ trợ thi chứng chỉ tiếng anh, tin học cơ bản+ nâng cao #chuẩn_đầu_ra cấp tốc nhé!\nMs Tố Trinh 0358705073 (z.a.l.o)', 'Quy định là có bằng tin cơ bản mới được thi tin nâng cao á', 'Thi mos là pass đc cơ bản vs nâng cao ko ạ']",18131,"Thứ Hai, 11 Tháng 3, 2024 lúc 11:46",4
['Ai có sách A1-A2 còn mã ko ạ'],[],[],18646,"Thứ Hai, 11 Tháng 3, 2024 lúc 11:46"
"['Mik có pass các sách+ slide sau, ai qt cmt bài ạ, giá iu thương', '+3']",[],[],18858,"Thứ Hai, 11 Tháng 3, 2024 lúc 11:04"
['Cho em hỏi học kì 1 năm 2 bắt đầu vào tháng nào ạ. Em tính thi toeic thì em thi tầm tháng mấy để kịp nộp cho trường ạ'],"['Thích, 4']","['Theo dõi', '#DUE Bạn nào #mất_gốc tiếng anh cần chứng chỉ Xét Tốt Nghiệp ib chị hỗ trợ thi chứng chỉ tiếng anh, tin học cơ bản+ nâng cao #chuẩn_đầu_ra cấp tốc nhé!\nMs Tố Trinh 0358705073 (z.a.l.o)', 'Năm ngoái bọn c là 21/8 á', 'Lớp Online - Offline -', 'Cạnh ĐẠI HỌC KINH TẾ', 'C có 965/990 Toeic.', 'Sắp tới c khai giảng lớp Toeic Cơ bản + Luyện thi -Online qua Zoom hoặc offline -', 'Lớp offline khoảng 10 bạn - 15 bạn Cam kết đầu ra. Học lại miễn phí nếu không đạt. -', 'Lộ trình học chi tiết và tài liệu nhắn chị gửi em tham khảo nhé!']",19559,"Thứ Hai, 11 Tháng 3, 2024 lúc 11:04",9
['Ai có thể pass sách quản trị học kỷ nguyên mới của cô Đoàn Thị Liên Hương ko ạ? Cho mình xin giá luôn ạ'],[],[],20218,"Thứ Hai, 11 Tháng 3, 2024 lúc 11:04"
['Qua kì 2 em thấy đi học không còn hào hứng nữa. Có phải em không hợp với ngành kh ạ. Em sinh viên năm nhất.'],"['Tất cả, 28', 'Buồn, 15', 'Thích, 13']","['Cố gắng lên em. Chị hoof ấy tính bỏ r', 'Năm nhất thì hầu như các môn học không khác nhau giữa các ngành á em nên đừng bị đánh lừa là không hợp ngành nghen... Cố lên em nhé', 'Phan Hiền chị này xịn quá ta', 'Nguyễn Thị Phượng dạ em chào chị, chị đi quân sự zề chưa?', 'Con nên dựa vào mô hình SWOT để biết mình mạnh yếu hay hợp không hợp ra sao là 1, thứ 2 nếu giả như không hợp thì mình sẽ làm gì và học gì, thứ 3 ngồi lại với gia đình những người có kiến thức kinh nghiệm để họ tư vấn, thứ 4 gặp các gv tư vấn cố vấn của họ để xin các Thầy Cô định hướng chia sẻ. Cuối cùng nếu con cần 1 người lắng nghe con và tư vấn ít nhiều nếu con muốn thì con có thể nhắn tin nhé.', 'Theo dõi', '#DUE Bạn nào #mất_gốc tiếng anh cần chứng chỉ Xét Tốt Nghiệp ib chị hỗ trợ thi chứng chỉ tiếng anh, tin học cơ bản+ nâng cao #chuẩn_đầu_ra cấp tốc nhé!\nMs Tố Trinh 0358705073 (z.a.l.o)', 'Thùy Ngân chị có như zậy hong', 'Nguyễn Hữu Bữu chị chx zô hk2 nên chị chx có biết', 'không hào hứng thì thôi, thi lại đi. Ham chơi qá k hào hứng chứ gì nữa', 'Lệ Ngô m viết cfs ni đúng không', '2', 'Kim Thảo daulong', 'Quỳnh Nhi m viết đúng k', 'Nguyễn Bảo Ngọc mới sáng mà bạn iu', 'Cần người Xét duyệt đơn cho shop\nRảnh làm bận nghỉ\n50k/1h\nQuan tâm chủ động ib']",20439,"Thứ Hai, 11 Tháng 3, 2024 lúc 11:04",16
"['Em cần mua sách English communication còn mã, ai có để lại cho em với ạ ']",[],[],20976,"Thứ Hai, 11 Tháng 3, 2024 lúc 11:04"
"['Có ai pass slide&gt giao tiếp trong kinh doanh (thầy Niên Tuấn), nhập môn kinh doanh (cô Thúy Hằng) k ạ. Với ac nào học 2 thầy cô ni rùi review e dới đc hong']",[],[],21198,"Thứ Hai, 11 Tháng 3, 2024 lúc 11:04"
['Ai có ib emmm'],[],[],21440,"Thứ Hai, 11 Tháng 3, 2024 lúc 11:04"
['Em cần tài liệu này ạ . Cmt em sẽ chủ động ib '],[],[],22610,"Thứ Hai, 11 Tháng 3, 2024 lúc 11:04"
['Em cần tìm những tài liệu này ạ '],"['Thích, 1']","['Có thống kê', 'Đỗ Huy rep ib', 'Mình có triết, tin học ứng dụng, luật kinh doanh', 'Tan Lien rep ib ạ', 'mình có tin học ah', 'mình có tin học ud', 'Thư Nguyễn có vẻ ế quá hỉ', 'Nguyễn Yến', '2', 'Nguyễn Yến thấy anh Thư ngày 10 lần', 'Mình có thống kê ạ', 'Lê Vy cho mình xin giá với ạ', 'mình có luật kd ko chuyên(15k) full + thống kê sách thầy cang mới (10k) tặng slide thầy dân', 'minh có thống kê nha bạn ơi', 'An Bình giá ntn vâyh']",23844,"Thứ Hai, 11 Tháng 3, 2024 lúc 11:04",15
"['Em cần tìm giáo trình:\n_ chủ nghĩa xã hội khoa học\n_ kinh tế vi mô\n_ giao tiếp trong kinh doanh\n_ logic học\n_ quản trị học\nAnh chị nào pass k ạ, em cảm ơn']",[],[],24834,"Thứ Hai, 11 Tháng 3, 2024 lúc 11:04"
['Ai có ib emmmmm'],[],[],25386,"Thứ Hai, 11 Tháng 3, 2024 lúc 11:04"
['Mng ơi cho em hỏi hp2 quốc phòng mình nghỉ 1 buổi thì bị trừ bao nhiêu điểm v ạ\n(Hp1 trừ 4đ còn hp2 em ko nhớ huhu)'],"['Tất cả, 5', 'Buồn, 2', 'Thích, 1', 'Yêu thích, 1', 'Haha, 1']","['Trừ 2đ nha', 'Nghe nói 8 điểm á', 'Mỹ Diệu ời m, đúng r đó chơ nghe nói j nx']",26555,"Chủ Nhật, 10 Tháng 3, 2024 lúc 21:04",3
['Mình muốn đi thực tập để được học việc nhưng sinh viên thì sẽ không cho vì mính chưa có kinh nghiệm gì cả thì nên làm ntn đây ạ?'],"['Thích, 3']","['Mình nghĩ b nên tham gia nhiều hđ, CLB, tổ chức để có thể có thêm những trải nghiệm thực tế hơn nì. Bạn có thể tham khảo gr https://www.facebook.com/groups/1142046142671701/?ref=share&mibextid=NSMWBT này nha. nếu chưa có kinh nghiệm sẽ đưocj training lại từ đầu nè, ngoài ra còn có các buổi sharing các típ từ các a/c để giúp b tích lũy kiến thức nữa ó, k chỉ mang lại những kinh nghiệm mà còn linh động về các vị trí , b có thể tham khảo nhó', 'Nhờ ng quen nhờ', 'Nhìn thấy mình trong bài viết này']",27299,"Chủ Nhật, 10 Tháng 3, 2024 lúc 21:04",3
"['Dạ em xin chào mọi người. Em khoá 49k của DUE ạ. Hôm nay em lên đây cần tìm giáo trình, slide và tài liệu các môn này từ các anh chị khoá trước ạ. Dạ anh chị có những môn như ảnh thì bình luận dưới ảnh giúp em, em sẽ chủ động nhắn tin để mua ạ. Em cảm ơn anh chị nhiều ạ. ']",[],[],28044,"Chủ Nhật, 10 Tháng 3, 2024 lúc 21:04"
['e cần tìm những môn này ạ'],[],[],29188,"Chủ Nhật, 10 Tháng 3, 2024 lúc 21:04"
['có ai pass giáo trình luật kinh doanh ko ạ'],[],[],30253,"Chủ Nhật, 10 Tháng 3, 2024 lúc 21:04"
['Dạ cho em xin ít review học qtr thầy Lãn ạ'],[],[],30639,"Chủ Nhật, 10 Tháng 3, 2024 lúc 19:11"
['Ở đây có ac nào năm 2 3 4 k ạ e là sinh viên năm 1 và e cần hỏi vài thứ ạ '],"['Thích, 4']","['hỏi đi em mặc dù a năm 2 nma cái j a cũng ko biết', '3', 'Vu Dinh Han anh co ny chua', 'Nguyễn Quang Minh có e r mà']",30850,"Chủ Nhật, 10 Tháng 3, 2024 lúc 19:03",4
['Cho em xin ít kinh nghiệm trải nghiệm khi học thầy NX Thủy ạ'],"['Tất cả, 21', 'Haha, 9', 'Thích, 7', 'Buồn, 4', 'Yêu thích, 1']","['Ngoan chút bạn, kkk', 'Nguyen Tuyen ai đi học mà dám lì đâu ạ', 'Vui lắm ạ\nMn nên đăng kí nha', '24', 'Bích Diệp', 'Bích Diệp kẻ tổn thương lại muốn tổn thương ng khác', '2', 'Bích Diệp mình trải rồi thấm quá', '2', 'tuỵt zời', '4', 'Khánh Ly cho mình hỏi có kím điểm cộng được ko ạ', 'Trên cả tuỵt vừi, thầy dui tính, hay chọc cừi sv trong tiết học lắm bạn, nên trải nghiệm ạ', '6', 'Phạm Trần Minh Phúc hi vọng là lời thật lòng ạ', 'Thầy dạy hay lắm ạ\nBạn nên đki nhaaa', '2', 'Khánh Huyền mik cảm động quá cảm ơn b', 'Người tham gia ẩn danh dạ bạn đki nhanh và luôn để trải nghiệm nhaa .', 'Khánh Huyền mình đang trải ạ mình muốn có thêm kinh nghiệm sống sót thôi b share tip với', 'Thầy dạy hay lắm, đky đi bạn', 'Mê lắm bạn ạ', '2', 'Khánh An tin Juan ch bạn để mình đky', 'Phátt Hoàngg juan 100% bạn\nHọc xong ai cũg điểm cao hết']",31210,"Chủ Nhật, 10 Tháng 3, 2024 lúc 19:03",25
['Em cần tìm gttkd ạ'],[],[],31852,"Chủ Nhật, 10 Tháng 3, 2024 lúc 19:03"
"['Góc tìm người\nxin lỗi đã làm phiền mọi người ạ, mong mọi người like share giùm e\nTên : NGUYỄN HOÀNG HẢI\nNơi sinh : ĐÀ NẴNG\nHỌC TRƯỜNG KỸ THUẬT Y DƯỢC Ạ.\nMỌI NGƯỜI CHO E XIN ÍT THÔNG TIN BẠN NÀY ĐƯỢC KHÔNG Ạ. BẠN MỚI LỪA E CHUYỂN TIỀN 5TRIỆU XONG BLOCK EM CÓ GÌ MỌI NGƯỜI CHO E XIN ÍT THÔNG TIN E NHỜ NGƯỜI THÂN EM Ở ĐÀ NẴNG SANG Ạ ảnh bạn với người yêu ạ. xin lỗi đã làm phiền mọi người']","['Tất cả, 6', 'Thích, 5', 'Yêu thích, 1']",['Xin cảm ơn admin đã duyệt bài ạ'],32063,"Chủ Nhật, 10 Tháng 3, 2024 lúc 19:03",1
['em cần tìm giáo trình Nhập Môn Kinh Doanh ạ !'],"['Thích, 2']",[],32964,"Chủ Nhật, 10 Tháng 3, 2024 lúc 18:03"
['E đang cần giáo trình và slide của các môn này ạ.'],[],[],33232,"Chủ Nhật, 10 Tháng 3, 2024 lúc 18:03"
['Tìm giáo trình quản trị ạ'],[],[],34402,"Chủ Nhật, 10 Tháng 3, 2024 lúc 16:26"
"['em là sv 49K, anh chị cho em hỏi là em thấy kì 1 học phí là tạm thu, thì kì 2 này thu hết phần thiếu luôn đúng không ạ']","['Thích, 2']","['Theo dõi', 'Đúng ạ', 'Tưởng kì 2 sẽ trả lại phần dư ạ :)))', 'Ngân Thuỷ chắc là kh có dư đâu']",34713,"Chủ Nhật, 10 Tháng 3, 2024 lúc 16:26",4
['Làm sao để in điểm rèn luyện và điểm học tập ạ? \n**E cần để nộp hồ sơ xin học bổng ạ'],"['Tất cả, 5', 'Thích, 4', 'Yêu thích, 1']","['.', '.', 'Người tham gia ẩn danh b ib cho mình hỏi tí được k ạ', 'Help me', 'https://docs.google.com/forms/d/12Dz85ylJY1ql3gcHj_ZkLkp9461fhe5jd6wZ64A39IY/viewform?pli=1&pli=1&edit_requested=true#responses', '2', 'Phan Thị Hương Dạ e cảm ơn c', 'Phan Thị Hương nghe chuẩn bị sẵn sàng hẻ', 'Nguyễn Thanh Huệ kkkk lụm nhặt đâu đó thôi']",35146,"Chủ Nhật, 10 Tháng 3, 2024 lúc 15:16",9
['E cần tìm nmkd cô Ngọc ạ. Ai có cmt e chủ động ib ạ'],[],[],35756,"Chủ Nhật, 10 Tháng 3, 2024 lúc 14:56"
['cho e hỏi nộp đơn bảo lưu xong rồi thì có cần phải nộp học phí kì học mình đã bảo lưu k ạ?'],[],[],35994,"Chủ Nhật, 10 Tháng 3, 2024 lúc 14:04"
['Cho e hỏi hbong học tập là xét điểm từng kì hay cả năm v ạ'],[],[],36216,"Chủ Nhật, 10 Tháng 3, 2024 lúc 14:04"
['Góc pass tài liệu  nha'],"['Thích, 1']","['Góc pass sách\nKeynote 2B - 80k (Đã cào mã và làm bài tập)\nNguyên lý tiếp thị _Philip Kotler - 50k\nBài giảng ""Toán ứng dụng trong kinh tế"" - 5k\nKinh tế học Vi mô _ Mankiw - 20k\nKinh tế học Vĩ mô + slide cô Hồng Dân - 25k\nB nào mua cmt/ib mình với nha']",36736,"Chủ Nhật, 10 Tháng 3, 2024 lúc 14:04",1
['Mình pass tài liệu nè'],[],[],37618,"Chủ Nhật, 10 Tháng 3, 2024 lúc 14:04"
['Mình cần tìm gt Nhập môn Kinh Doanh ạ!!!'],"['Thích, 1']",['.'],38495,"Chủ Nhật, 10 Tháng 3, 2024 lúc 14:04",1
"['em tìm các môn dưới ạ, để giá giúp em luôn ạ']","['Thích, 1']","['Mik còn gt kinh tế vĩ mô 25k', 'Vĩ mô 15k', 'Nguyễn Thị Lan Anh chê', 'Uyên Nhi mua', 'Full Luật KD 30k', 'Lê Huỳnh Huyền Trang ib e với ạ', 'Lê Huỳnh Huyền Trang còn ko ạ', 'Ủa mn ơi bài mình mà sao vào dành? Thích thì tự lên bài tìm đi nhé?', 'mình có gt triết 15k ạ', 'Phạm Thành thoi để lại cho chị đi e', 'Trần Thị Phương Loan riêng chị 50k giá hữu nghị ạ', 'Phạm Thành e coi chừng chị giấu mất đó', 'Phạm Thành còn ko ạ', 'Phạm Thành cậu ơi cho tớ hỏi trường cậu xem điểm như nào v ạ', 'Mình có nhập môn kinh doanh', 'mình có e2 đã cào mã', 'Tui có tin học ứng dụng 15k nha bồ', 'Mình có vĩ gtrinh+slide+ bài tập ôn từng chương+ tóm tắtt lí thuyết 35k']",39136,"Chủ Nhật, 10 Tháng 3, 2024 lúc 14:04",18
['Góc pass sách \n ĐỒNG GIÁ 30k \n- [ ] Kinh tế vĩ mô + tóm tắt lí thuyết \n- [ ] Marketing căn bản + slide\n- [ ] Kinh tế vi mô\n- [ ] Toán ứng dụng trong kinh tế'],[],[],39846,"Chủ Nhật, 10 Tháng 3, 2024 lúc 11:20"
['Cho e hỏi tầm tháng mấy thì khóa 49K nộp học phí ạ . Để em thông báo với gia đình với ạ '],"['Tất cả, 6', 'Thích, 5', 'Yêu thích, 1']",['Cuối kì á bạn'],40901,"Chủ Nhật, 10 Tháng 3, 2024 lúc 11:20",1
['Dạ cho em hỏi cách để in bảng điểm học tập và bảng điểm rèn luyện trên website của trường với ạ'],"['Tất cả, 7', 'Thích, 6', 'Buồn, 1']",[],41229,"Chủ Nhật, 10 Tháng 3, 2024 lúc 11:20"
"['Em muốn xin sách gốc cuốn ""Quản trị nguồn nhân lực"" của thầy Nguyễn Quốc Tuấn chủ biên, ai có pass lại cho em vs ạ']",[],[],41791,"Chủ Nhật, 10 Tháng 3, 2024 lúc 11:20"
