content,emoji,comment,current,time
"['[HAPPY VALENTINE\'S DAY \n] \n Đối với các DUERs, liệu hôm nay là Ngày lễ Tình nhân hay Mùng 5 Tết??? Hay là ngày quay lại với ""deadline""? Dù với bạn ngày hôm nay mang ý nghĩa thế nào, FLIC cũng hy vọng mỗi ngày trôi qua là một hy vọng được ấp ủ, một hạnh phúc mới nảy chồi, và một hồi ức đẹp được lưu giữ \n Cùng FLIC ""note"" lại một số idioms dễ nhớ trong BST từ vựng tiếng Anh nhé ']","['Tất cả, 10', 'Thích, 6', 'Yêu thích, 3', 'Thương thương, 1']",[],20595,"Thứ Tư, 14 Tháng 2, 2024 lúc 08:07"
[],"['Tất cả, 9', 'Thương thương, 4', 'Thích, 3', 'Yêu thích, 2']",[],21558,"Chủ Nhật, 11 Tháng 2, 2024 lúc 14:09"
"['[FLIC CHÀO TẾT GIÁP THÌN \n] \nKhoảnh khắc Giao thừa đã điểm, đánh dấu một hành trình rực rỡ tiếp theo FLIC được đồng hành cùng các DUERs để chinh phục các mục tiêu lớn hơn trong năm Giáp Thìn này.  FLIC hy vọng mỗi ngày trôi qua đều sẽ là một ngày mới, khởi đầu mới, thành công mới như những gì chúng ta đã và đang kỳ vọng cho năm mới này \nHAPPY LUNAR NEW YEAR 2024 ']","['Tất cả, 13', 'Thích, 6', 'Thương thương, 4', 'Yêu thích, 3']",[],21980,"Thứ bảy, 10 Tháng 2, 2024 lúc 00:00"
"[' [TẾT ĐẾN NGANG NGÕ - GÕ CỬA MỪNG XUÂN] \n Ngày Xuân dịu dàng đã kịp khoác lên mình tấm áo đỏ thêu Rồng mang theo niềm hy vọng về một năm Giáp Thìn với nhiều sự mạnh mẽ và phúc lộc tràn đầy \n Nay, mọi điều của năm cũ chỉ cách năm mới một khoảnh khắc Giao thừa và FLIC hy vọng các DUERs sẽ chào đón những điều tốt đẹp nhất với phiên bản ""chỉ-có-tốt-hơn-không-có-tốt-nhất"" \n Bạn cũng đừng quên ""save"" ngay cách nói tiếng Anh của những từ vựng vô cùng quen thuộc này nhé, có khi lại rất hữu dụng trong dịp Tết này nhé ']","['Tất cả, 10', 'Yêu thích, 5', 'Thương thương, 3', 'Thích, 2']",[],22878,"Thứ Sáu, 9 Tháng 2, 2024 lúc 08:59"
"[' [NHẬN ""LÌ XÌ"" THI CNTT NÂNG CAO CHỈ 495K!? - CHÀO 2024 CÙNG FLIC NHÉ!!!] \n Không khí Tết đã trở nên vô cùng chân thực và chỉ cách các DUERs ít ngày để cùng nhau chào đón một năm Giáp Thìn với thật nhiều may mắn. FLIC cũng đã chuẩn bị để gửi tặng đến các bạn ""hồng bao"" đầu năm với SLOT thi CNTT Nâng cao chỉ 495K (giảm đến 255k với lệ phí gốc 750K) và các bạn sẽ nhận được TÀI KHOẢN ôn thi CNTT Nâng cao XUYÊN TẾT cũng như có cơ hội được hỗ trợ ôn tập FREE ngay sau khi hoàn thành giữ SLOT \n Được CAM KẾT ĐẠT CĐR;\n Được NHẬN NGAY tài liệu ôn thi sau khi đăng ký GIỮ SLOT;\n Được KÈM HỖ TRỢ giải đề ôn thi MIỄN PHÍ;\n Được nhận tài khoản ôn KHÔNG GIỚI HẠN số lần thi thử lý thuyết;\n Được THI Nâng cao NGAY sau thi ĐẠT Cơ bản, không cần chờ chứng chỉ;\n Đặc biệt, sau khi có điểm ĐẠT, SV được FLIC hỗ trợ chuyển hồ sơ xét CĐR trực tiếp với P.Đào tạo;\n Hãy inbox hoặc liên hệ hotline ngay khi bạn cần hỗ trợ nhé \n _________________________\n LỊCH THI CĐR TIN HỌC GẦN NHẤT:\n- Kỳ thi 02-03/03/2024 (Hạn nộp: sáng 28/02/2024);\n- Kỳ thi 16-17/03/2024 (Hạn nộp: sáng 13/03/2024);\n Link đăng kí >> https://flic.due.udn.vn/lich-khai-giang/\n Hãy inbox Fanpage ngay để được hướng dẫn cụ thể nhé ']","['Tất cả, 14', 'Thích, 8', 'Yêu thích, 5', 'Thương thương, 1']",[],23798,"Thứ Tư, 7 Tháng 2, 2024 lúc 09:36"
"[' [CNTT NÂNG CAO CÙNG FLIC - HỌC ""XỊN"", THI ""MỊN""] \n Nhân dịp chào Xuân đón Tết 2024, chương trình ưu đãi học phí và lệ phí thi CNTT Nâng cao của FLIC đang chờ đón các DUERs nhanh tay đăng ký giữ SLOT với các mức giảm đến 30-40% như: lệ phí thi CNTT Nâng cao chỉ 495K, Combo thi CB + học NC chỉ 650K (dành cho nhóm 3 HV),... cùng vô vàn lợi ích ĐỘC QUYỀN sau đây:\n Được CAM KẾT ĐẠT CĐR;\n Được NHẬN NGAY tài liệu ôn thi sau khi đăng ký GIỮ SLOT;\n Được KÈM HỖ TRỢ giải đề ôn thi MIỄN PHÍ;\n Được nhận tài khoản ôn KHÔNG GIỚI HẠN số lần thi thử lý thuyết;\n Được THI Nâng cao NGAY sau thi ĐẠT Cơ bản, không cần chờ chứng chỉ;\n Đặc biệt, sau khi có điểm ĐẠT, SV được FLIC hỗ trợ chuyển hồ sơ xét CĐR trực tiếp với P.Đào tạo;\n Hãy inbox hoặc liên hệ hotline ngay khi bạn cần hỗ trợ nhé \n _________________________\n LỊCH THI CĐR TIN HỌC GẦN NHẤT:\n- Kỳ thi 02-03/03/2024 (Hạn nộp: sáng 28/02/2024);\n- Kỳ thi 16-17/03/2024 (Hạn nộp: sáng 13/03/2024);\n Link đăng kí >> https://flic.due.udn.vn/lich-khai-giang/']","['Tất cả, 9', 'Thích, 3', 'Yêu thích, 3', 'Thương thương, 3']",[],25087,"Thứ Hai, 5 Tháng 2, 2024 lúc 14:56"
"[' [THI CNTT NÂNG CAO TẠI FLIC - CHUẨN ĐẦU RA, NGẠI GÌ KHÓ!?] \n Chuẩn đầu ra CNTT là một điều kiện cần thiết để các DUERs hoàn thành chương trình học và tiến đến cánh cổng ""TỐT NGHIỆP"", và chứng chỉ CNTT Nâng cao sẽ giúp bạn đến gần hơn với vạch đích một cách thuận lợi với những ""lợi ích VÀNG"" chỉ có tại FLIC:\n Lệ phí thi CNTT Nâng cao (áp dụng đến trước 6/3/2024) chỉ với 495K;\n Được CAM KẾT ĐẠT CĐR;\n Được NHẬN NGAY tài liệu ôn thi sau khi đăng ký GIỮ SLOT;\n Được KÈM HỖ TRỢ giải đề ôn thi MIỄN PHÍ;\n Được nhận tài khoản ôn KHÔNG GIỚI HẠN số lần thi thử lý thuyết;\n Được THI Nâng cao NGAY sau thi ĐẠT Cơ bản, không cần chờ chứng chỉ;\n Đặc biệt, sau khi có điểm ĐẠT, SV được FLIC hỗ trợ chuyển hồ sơ xét CĐR trực tiếp với P.Đào tạo;\n Hãy inbox hoặc liên hệ hotline ngay khi bạn cần hỗ trợ nhé \n _________________________\n LỊCH THI CĐR TIN HỌC GẦN NHẤT:\n- Kỳ thi 02-03/03/2024 (Hạn nộp: sáng 28/02/2024);\n- Kỳ thi 16-17/03/2024 (Hạn nộp: sáng 13/03/2024);\n Link đăng kí >> https://flic.due.udn.vn/lich-khai-giang/']","['Tất cả, 7', 'Thương thương, 4', 'Thích, 2', 'Yêu thích, 1']",[],26268,"Thứ Sáu, 2 Tháng 2, 2024 lúc 14:34"
"[' [TOEIC 600+ TÌM NGAY FLIC - ĐÓN LỘC KHAI XUÂN] \n ""ALL PASS"" từ lâu đã là 1 cái tên thứ 2 của khóa học Luyện thi TOEIC Cấp tốc tại FLIC bởi dù chỉ mới đi qua 4 khóa học nhưng tất cả học viên đều thi Đạt các đợt thi TOEIC với số điểm 600-800+. Trong quá trình 1,5 tháng luyện đề, học viên sẽ luôn được hỗ trợ 100% bởi giáo viên tại lớp học và ôn tập FREE giải đề trước khi thi \n Khóa học Luyện thi TOEIC Cấp tốc sẽ chính thức khai giảng vào 18/3 sau khi học viên đăng ký tham gia test thử (thông qua inbox Fanpage) \n Đặc biệt, khóa học PRE-TOEIC sẽ khai giảng vào 26/2, khóa học FOUNDATION (Nền tảng) và khóa học Luyện thi TOEIC Cấp tốc sẽ khai giảng vào 18/3. INBOX ngay để đăng ký test thử và học cùng FLIC nhé ']","['Tất cả, 11', 'Thích, 4', 'Yêu thích, 4', 'Thương thương, 3']",[],27496,"Thứ Năm, 1 Tháng 2, 2024 lúc 14:24"
"[' [CHÀO XUÂN ĐÓN CHUẨN ĐẦU RA  -  CÓ FLIC, NGẠI GÌ!?] \n Việc chinh phục Chuẩn đầu ra CNTT sẽ trở nên thật đơn giản khi tham gia học & thi CNTT Cơ bản cùng FLIC. Đặc biệt, theo dòng sự kiện ""Chào 2024 cùng FLIC"", các mức ưu đãi cùng Combo vô cùng hấp dẫn đang chờ đợi các DUERs khám phá như: THI CNTT NÂNG CAO chỉ 495K, học CNTT Nâng cao nhóm 3 chỉ 400k/học viên,...\n Lệ phí thi CNTT Nâng cao (áp dụng đến trước 6/3/2024) chỉ với 495K;\n Được CAM KẾT ĐẠT CĐR;\n Được NHẬN NGAY tài liệu ôn thi sau khi đăng ký GIỮ SLOT;\n Được KÈM HỖ TRỢ giải đề ôn thi MIỄN PHÍ;\n Được nhận tài khoản ôn KHÔNG GIỚI HẠN số lần thi thử lý thuyết;\n Được THI Nâng cao NGAY sau thi ĐẠT Cơ bản, không cần chờ chứng chỉ;\n Đặc biệt, sau khi có điểm ĐẠT, SV được FLIC hỗ trợ chuyển hồ sơ xét CĐR trực tiếp với P.Đào tạo;\n Hãy inbox hoặc liên hệ hotline ngay khi bạn cần hỗ trợ nhé \n _________________________\n LỊCH THI CĐR TIN HỌC GẦN NHẤT:\n- Kỳ thi 02-03/03/2024 (Hạn nộp: sáng 28/02/2024);\n- Kỳ thi 16-17/03/2024 (Hạn nộp: sáng 13/03/2024);\n Link đăng kí >> https://flic.due.udn.vn/lich-khai-giang/']","['Tất cả, 9', 'Thích, 4', 'Yêu thích, 4', 'Thương thương, 1']",[],28523,"Thứ Tư, 31 Tháng 1, 2024 lúc 08:30"
"[' [CÙNG FLIC VINH DANH HỌC VIÊN - VUI XUÂN ĐÓN TẾT] \n Trong không khí náo nức chào đón mùa Tết mới, FLIC xin gửi lời chúc mừng đến học viên đã xuất sắc hoàn thành chinh phục mức điểm 700+ TOEIC như một lời chúc nhân dịp đầu Xuân 2024. Đây là thành quả được vun đắp bởi sự kiên trì, nỗ lực qua chặng đường ngắn ngủi chỉ 1,5 tháng học Luyện thi TOEIC Cấp tốc nhưng đó cũng là một sự khích lệ rất lớn để FLIC tiếp tục tiến xa hơn trên hành trình đồng hành cùng các bạn sinh viên hoàn thành Chuẩn đầu ra Ngoại ngữ \n Đặc biệt, khóa học PRE-TOEIC sẽ khai giảng vào 26/2, khóa học FOUNDATION (Nền tảng) và khóa học Luyện thi TOEIC Cấp tốc sẽ khai giảng vào 18/3. INBOX ngay để đăng ký test thử và học cùng FLIC nhé ']","['Tất cả, 18', 'Thích, 9', 'Yêu thích, 5', 'Thương thương, 4']",[],29752,"Thứ Hai, 29 Tháng 1, 2024 lúc 14:51"
